Label,Text
Valid,"- Tiga hari setelah razia di Surabaya dan Jawa Timur, petugas gabungan telah diretas. Permen dot dan permen keras adalah makanan luar negeri asal China dan telah dilabel sebagai ""sah"" oleh BPOM, lapor Bbc. Produk itu adalah makanan luar negeri asli China, tetapi ujian makmal pada hari Jumaat mendapati makanan itu tidak berbahaya atau berbahaya, dan pihak berkuasa sekarang harus mempertimbangkan untuk menyiasat. ""Bukan hanya makanan ini berbahaya, tapi makanan ini berbahaya,"" kata seorang pegawai. ""Itu sudah bisa diketahui dari dulu. "" Namun, petugas harus mempertimbangkan. ""Bukan itu saja, polisi harus melalukan pengusutan atas tersebarnya isu itu,"" tulis seorang pegawai. ""Siapa dan ada apa di balik isu itu?""."
Hoax,"- Seorang pegawai polis di California mengatakan bahawa dia menjumpai permen dot yang sangat berbahaya di dalamnya, lapor Los Angeles Times. Ketua polis mengatakan bahawa dia telah menemui bahan formalin berbahaya di dalam permen dot tersebut dan tidak jelas sama ada ia mengandungi formalin atau dadah. ""Memang tidak semua permen tersebut mengandung formalin bahkan narkoba!"" dia memberi amaran. ""Kami tidak pernah tahu siapa yang sehat dan yang mana yang tidak!""."
Hoax,"- Ketika berita mengenai permen dot yang diduga mengandung zat adiktif tersebar di seluruh negara, seorang ibu di Malang telah menemui permen dot yang tidak berbahaya di hadapan sekolah anak-anak. Mujib Idris memberitahu New York Daily News bahawa dia menemui seorang ibu yang membeli anak-anak di sebuah kedai serbaneka tempatan pada usia 3 tahun, dan yang lain belum. ""Saya menemui dari salah satu orang tua yang saat itu telah membelikan anaknya, satu permen sudah dibuka dan satu lagi belum dibuka,"" katanya. Namun, dia mengatakan bahawa dia bimbang dengan peredaran permen dot tersebut, yang menurutnya berisi serbuk putih dan serbuk putih, yang telah beredar di media sosial. ""Jika memang benar berbahaya, diminta untuk segera dilakukan penyisiran kensejumlah penjual permen di sekolah sekolah,"" kata Idris. Seorang lagi warga di daerah itu memberitahu Berita Harian bahawa permen itu dijual di depan sekolah di Taman Kanak-Kanak, dan bahawa dia mengatakan bahawa dia ""marah"" dengan peredaran permen itu. ""Pengawasan kepada anak-anak dalam mengkonsumsi jajanan sekolah harus diperketat,"" katanya. (Seorang pekerja di restoran pizza di New York menemui permen dot yang berisi adiktif."
Valid,"- Untuk pertama kalinya sejak 2013, petugas di Mojokerto menemui permen dot yang serupa dengan ""kempeng"" di Surabaya. Ternyata permen dot yang sama dijual bebas di dua agen makanan ringan, lapor Nbc News. ""Menindaklanjuti penemuan adanya permen yang diduga mengandung narkoba itu, hari ini kami melakukan sidak,"" kata Kantor Berita Narkotika Kota Mojokerto, di Jakarta Post. ""Hasil kami menemukan permen dengan merek yang sama, yakni 'Permen Keras'. Tapi bentuknya beberda. "" Permen dot lain dijumpai serupa dengan ""kempeng. "" Petugas juga menemui permen impor dari negara-negara Tiongkok yang dijual bebas di sejumlah agen makanan di Mojokerto, lapor Ap. (Permen Keras juga dikaitkan dengan masalah dadah."
Hoax,"- Seorang remaja di pinggir bandar Surabaya kehilangan kawalan setelah dia difitnah kerana memakan permen yang dibeli di sekolah dan dijual dengan harga yang tinggi, lapor Ktla. Menurut dokumen yang dilihat oleh Bbc, walikota Surabaya Tri Rismaharini memerintahkan Satpol PP untuk melakukan razia jajanan permen di sekolah-sekolah di seluruh negara. ""Permen tersebut dikuatirkan mengandung zat yang tak baik jika dikonsumsi, terutama anak-anak,"" kata Kasatpol PP Kota Surabaya. Irvan Widiyanto mengatakan bahawa operasi itu dilakukan pada hari Isnin -- dan tidak jelas apakah itu bermaksud ada yang tercemar. ""Permen itu diproduksi di China dan dijual dengan harga Rp 1000 per biji Namanya permen keras,"" katanya. ""Permen itu diproduksi di China dan dijual dengan harga Rp 1000 per biji Namanya permen keras. "" Irvan mengatakan bahawa permen itu dikuatirkan dengan cara yang tidak menyenangkan, dan dia mengatakan bahawa dia diberitahu bahawa itu adalah bahan berbahaya yang tidak pernah digunakan oleh anak-anak. Dia mengatakan bahawa permen itu dibeli di China dan ""dijual dengan harga $ 1,000 per biji. "" (Pelajar di New Jersey ini memakan permen yang mengandungi ""rasa benci yang tidak masuk akal."
Valid,"- Permen yang sangat popular di sekolah sering kali dijumpai di kedai-kedai di seluruh negara, dan di Indonesia, ini adalah yang terbaru dalam beberapa tahun kebelakangan ini. Permen jari, yang dijumpai di warung-gerai, adalah ubat terbaru di mana seorang anak di bawah umur dilaporkan tertidur setelah makan permen dot, lapor Telegraph. Polis mengatakan bahawa mereka telah mengesan seorang importer dari China yang memperoleh permen itu, yang berasal dari syarikat China, Chaozhou Chaoan Wangging Foods. Pihak berkuasa mengatakan bahawa permen tersebut adalah sintetik yang sangat berbahaya. (Lihat bagaimana pegawai sekolah di China mengatakan bahawa mereka telah menemui permen yang sangat berbahaya."
Hoax,"- Beberapa permen keras yang dibuang di Surabaya masih ada: Di satu daerah, permen dot yang disinyalir mengandung formalin. ""Untuk permen keras ada 33 biji dan 17pack permen keras yang bentuknya tablet,"" kata seorang pegawai kepada Surabaya Daily. ""Itu juga kita amankan. "" (Klik di sini untuk melihat ""terlalu gemuk"" untuk anak-anak."
Valid,"- Seorang guru di sebuah sekolah rendah di Jawa tengah telah mengambil langkah yang tidak biasa untuk memastikan anak-anak tidak digoda oleh permen narkoba, lapor Kgo. Menurut Telegraph, sekolah Dasar (sd) negeri di Banyumas mengambil tindakan dengan razia yang berlaku di kantin sekolah pada hari Rabu. Guru mengatakan bahawa dia diberitahu tentang bahaya permen dan minuman kemasan yang diduga mengandung dadah. ""Saya tidak menjualnya, katanya kok ngandung yang aneh aneh, saya penjualan yang makanan ringan lainya yang umum aja,"" kata seorang pedagang."
Valid,"- Petrona Inti Chemindo - syarikat yang telah mengimpor permen keras - menyesali langkah Pemkot Surabaya yang telah merazia permennya di pasaran. ""Yang kami perlukan adalah pemulihan nama baik,"" kata seorang pejabat hukum kepada Wall Street Journal. Petrona telah berusaha untuk mendapatkan kembali nama yang sudah dinyatakan oleh BNN dan BBPOM tidak mengandung ubat. Tetapi dia mengatakan bahawa dia hanya mahu nama itu dipulihkan. ""Tidak perlu membalas,"" katanya. Caranya adalah melalui sosialisasi yang dilakukan oleh Pemkot Surabaya, lapor Jurnal. ""Siapkan sosialisasi ulang yang intinya menerangkan kepada masyarakat bahwa permen dot aman dan tidak mengandung bahan berbahaya, apalagi narkoba. Kami kasih waktu 14 hari terhitung hari ini untuk melakukan sosialisasi,"" kata pejabat itu."
Valid,"- Seorang pegawai polis Surabaya mengatakan bahawa dia tidak tahu apa yang berlaku kerana razia permen jari yang disyaki. Petrona Inti Chemindo, pengimport besar permen jempol, memberitahu wartawan bahawa dia tidak tahu apa yang berlaku. ""Bukan hanya di Surabaya, beberapa pedagang kami di daerah yang mayoritas pedagang kecil mengaku resah,"" katanya. ""Padahal, pedagang kecillah yang menjadi ujung tombak kami. "" Prihadi Saputro mengatakan bahawa dia tidak ingat -- tetapi dia mengaitkan razia itu dengan razia Oktober lalu di Surabaya, di mana permen jari dinyatakan negatif oleh Badan Pengawasan Obat dan Makanan. ""Sayang, pembuktian yang diutarakan oleh BPOM saat itu terlambat,"" katanya. ""Si importir sudah keduluan bangkrut. "" Oleh itu, kami tidak mahu kejadian serupa berulang. "" Prihadi menambah, ""Penataan buruk berhari-hari terhadap kami, seharusnya dibayar pula dengan pemberitaan yang bagus dengan durasi waktu yang sama."
Valid,"- Permen yang kononnya berisi dadah telah diuji oleh Badan Pengawas Obat dan Makanan di Surabaya, dan hasil yang tidak menyenangkan dari pengujian itu telah disebut negatif untuk empat indikator narkoba. ""Sampai dengan saat ini dari sekian indikator narkoba yang akan diuji sudah didapatkan hasil yang negatif untuk empat indikator narkoba,"" kata Kepala BPOM Penny Kusumastuti Lukito, per Cbs News. Empat dari 19 indikator itu negatif dadah. ""Narkotika kelas satu, narkotika kelas tiga, psikotropika, ada 19 parameter yang akan diselesaikan,"" kata Penny. Hasil ujian akan diserahkan ke Badan Narkotika Nasional. ""Berdasarkan empat parameter tersebut tidak mengandung narkoba,"" kata Penny. Permen dot itu terdaftar di BPOM dengan kode ML 224409003077 dengan merek Penguin Brand; Permen Keras. ""Sudah terdaftar di Badan POM produk impor dari China,"" kata Penny."
Valid,"- Permen bentuk dot yang didakwa mengandung bahan yang berbahaya telah dijumpai di Surabaya, lapor Ktla. Sejauh ini, BPOM telah menguji 16 parameter dengan hasil negatif. (Permen itu juga dijumpai di warung Internet yang biasa digunakan sebagai tempat nongkrong pelajar. ) Juga dijumpai di Surabaya adalah tongkat jeli bayi dengan permen Keras dan tongkat jeli, menurut laporan."
Valid,"- Permen dot mungkin tidak berbahaya, tetapi tidak ada yang berbahaya. Itu menurut ketua BPOM Indonesia, Penny Kusumastuti Lukito, yang mengatakan bahawa permen dot yang dicemari dadah dan tidak mengandung zat berbahaya lain tidak mengandung zat berbahaya. ""Setelah dites dan selidiki menggunakan 12 parameter penentu, tidak ditemukan kandungan narkoba dan kandungan makanan berbahaya lainnya,"" katanya, sambil menambahkan bahwa tidak ada pelarangan permen dot di ""selelasnya. "" Namun, dia mengatakan, permen dot, yang sudah hampir di seluruh indonesia, tidak ""mengandungi kandungan narkoba dan kandungan makanan berbahaya lainnya. "" The Jakarta Post melaporkan bahawa permen dot telah banyak dijual di Surabaya, dan laporan awal mendakwa seorang anak mengalami pusing-pusing dan kecanduan. ""Kami juga meminta media memberikan maklumat yang benar kepada masyarakat,"" kata Peny itu."
Valid,"- Permen merk bebas dadah dan psikotropika, menurut ketua Badan Pengawas Obat dan Makanan. Itu menurut Penny Kusumastuti Lukito, yang mengatakan kepada wartawan pada hari Khamis bahawa permen dot bebas narkotika. Dia menambahkan bahawa pengujian terhadap permen dot dilakukan di Surabaya, dan dia menyatakan bahawa data tersebut telah menunjukkan hasil negatif. Permen dot, yang telah mengantongi izin edar yang akan berakhir pada 2018, telah ""dirusak secara meluas,"" kata Penny. ""Kami meminta masyarakat untuk tetap waspada untuk memakan makanan apa pun karena bisa saja terkontaminasi atau dikontaminasi,"" tambahnya. (Sebuah sekolah di Florida baru-baru ini melarang permen dot."
Valid,"- Permen dot yang disita oleh petugas Satpol PP Surabaya dalam razia jajanan dot beberapa waktu lalu kini telah dikembalikan kepada pemiliknya, lapor Bbc. ""Dikembalikan ke pedagang karena memang tidak mengandung bahan-bahan berbahaya,"" kata Kabag Humas Pemkot Surabaya Muhammad Fikser. Permen dot adalah yang paling banyak di sekitar sekolah dasar dan Taman Kanak-Kanak, kata Ap. ""Untuk permen dot memang ada kandungan perwarna tapi tidak berbahaya,"" kata Fikser. Pengembalian permen akan bermula pada hari Isnin. ""Kasihan para pedagang jika disita. Mereka juga beli untuk jual lagi."
Valid,"- ""Ini adalah berita baik dan berita buruk,"" kata seorang penduduk Surabaya kepada wartawan pada hari Khamis. ""Ini adalah berita buruk bagi kita semua. "" Ia datang melalui Balai Pengawas Obat dan Makanan (BBPOM) Kota Surabaya, yang mengumumkan penemuan sampel dari permen dot berbentuk dot yang diduga mengandung dadah. Hasil ujian lab atas sampel yang dikirimkan oleh dinkes surabaya hanya untuk permen yang berbentuk dot, dan hasilnya adalah negatif. "" Lindawati, ketua cabang dinkes, mengatakan bahawa berdasarkan data dari pihaknya, permen tersebut telah memiliki ijin edar, dan hasilnya sudah diumumkan diwebsite BBPOM. ""Kami sudah melakukan pengawasan terhadap produk dan pengawasan terhadap cara produksi dan pengiklanan dan label. Selanjutnya masyarakat sendiri yang harus cerdas sebagai pengguna,"" katanya. (Bahaya terhadap ubat-ubatan ini, melalui kisah di sebalik ""pembuatan berlebihan."
Valid,"- Permen keras susu telah selesai diuji di Surabaya, dan itu tidak bermaksud bahawa ia mengandungi narkotika. Permen itu, yang diambil dari Satpol PP, dianggap mengandung metamfitamin dan bukan amfetamin, lapor Guardian. ""Kami uji tidak mengandung kandungan amfetamin dan metamfitamin,"" kata BBPOM Kota Surabaya, menurut Wartawan. ""Kami tidak tahu apa yang akan kami lakukan selanjutnya. "" BBPOM mengatakan bahawa ia akan menyerahkan hasilnya kepada Dinas Kesehatan Kota Surabaya sebagai bagian dari uji laboratorium, tetapi tidak jelas apakah itu akan terjadi selanjutnya. ""Saya belum tahu,"" kata BBPOM, yang berjanji akan menelusuri lagi ujian itu. ""Sementara yang kami tahu ada satu siswa setelah mengonsumsi merasa pusing. Nanti akan kami telusuri lagi."
Valid,"- Permen yang dimaksud yang beredar di Surabaya selamat dimakan, menurut hasil ujian dari Balai Pengawasan Obat dan Makanan (BBPOM) Surabaya. ""Seperti metaphetamine, dan amphetamine, semunya negatif, alias permen bebas dadah,"" kata Plt Kepala BBPOM Surabaya, menurut Cbs News. Hasil ujian dari 16 sampel, yang dilaporkan oleh Bbc termasuk metaphetamine dan amphetamine, akan dihantar ke Dinas Kesehatan Kota Surabaya sebagai bagian dari proses uji. ""Yang pasti kami merekomendasikan permen dimaksud aman dikonsumsi,"" kata Plt. BBPOM menyatakan bahawa permen itu adalah ""produk permen bermerek Permen Keras yang dijual di sekitar sekolah oleh outlet atau pedagang asongan,"" dan bahawa permen tersebut berwarnawarni dan bervariasi bentuknya. (Permen yang dimaksud adalah permen biasa, dan kemasan bayi."
Valid,"- Permen yang diimpor dari negara tertentu di Indonesia telah menjadi viral di media sosial, dan sekarang, menurut Los Angeles Times, itu bukan permen dadah. Permen yang diimpor dari negara lain, yang disebut oleh pegawai Narkotika Nasional sebagai ""vocal poin masalah narkoba di Indonesia,"" telah ditarik dari Surabaya, Jawa Timur, untuk diuji, karena diduga mengandung narkoba. ""Sejak saat ini BNN Provinsi Jawa Timur dan BNN Kota Surabaya tengah membawa sampel permen tersebut untuk melakukan pemeriksaan secara ilmiah,"" kata seorang pegawai. Permen itu, yang dilaporkan oleh Sbs News ditandai sebagai ""bahan berbahaya"", telah diimpor dari Indonesia, dan sejak itu menjadi viral. Permen itu diimpor dari negara lain. ""Saya tidak pernah melihat permen di mana-mana,"" kata seorang penduduk Surabaya. ""Saya tidak pernah melihat permen itu. "" Bahan berbahaya itu, yang terdapat di dalam permen, dilaporkan dibawa ke sebuah kemudahan narkoba di Surabaya. ""Kami tidak mempunyai rencana untuk membuat ujian formal,"" kata seorang pejabat penegak hukum. ""Kami tidak memiliki rencana untuk mendukung penyelidikan. "" (Sebuah catatan di Mother Jones mengatakan bahawa permen itu adalah ""bahan berbahaya."
Valid,"- Peredaran dadah semakin meningkat di kota Mataram, di mana para pegawai telah mengesan permen dot, pasar, dan sekolah untuk memastikannya bebas dari permen. Mereka telah mengesan lokasi di seluruh negara, termasuk sekolah, kedai, dan pasar tradisional, dan para pegawai meminta pengawasan, lapor Telegraph. ""Ini menyangkut khalayak ramai khususnya anak  ⁇  anak,"" kata seorang pegawai jabatan perdagangan. ""Ini menyangkut khalayak ramai khususnya anak  ⁇  anak yang perlu dilindungi. "" Seorang pegawai lain mengatakan bahawa pengedar dan peniaga akan diperiksa untuk melihat bagaimana mata rantai itu digunakan."
Valid,"- Sebuah kumpulan pengawas Obat dan Makanan telah mengantongi izin produksi dari BPOM, dan ""ya, benar (sudah mengantongi izin),"" kata ketua Pusat Penyidikan Obat dan Makanan. Permen berbentuk dot, yang diduga mengandung dadah, ditemukan di Surabaya, Jawa Timur, pada hari Khamis, tetapi tidak ada yang ditemukan, menurut Reuters. ""Sampai hari ini, BPOM Surabaya sudah menguji menggunakan 16 parameter dengan hasil negatif,"" kata Hendri Siswadi, ketua Pusat Penyidikan Obat dan Makanan, kepada wartawan. (Seorang pelajar di sekolah menengah di Surabaya baru-baru ini menjadi sasaran pemerdagangan manusia."
Valid,"- Permen dot yang diduga mengandung zat-zat narkotika telah banyak dirazia di Surabaya, dan pihak berkuasa meminta masyarakat untuk tidak panik. ""Kami akan melakukan uji leb dulu permen dot itu,"" kata ketua BNN Surabaya AKBP Suparti. ""Kan belum ada uji lab, jadi belum bisa ditentukan permen itu berbahaya atau tidak. "" Suparti, yang telah mengambil sampel permen dot dari warung, pasar, dan pedagang, mengatakan bahawa akan ada ""ujian lab"" terhadap permen itu, yang menurutnya akan diuji di berbagai lokasi. ""Kami turun dan mengambil permen dot. Nanti akan dilakukan uji lab untuk menentukan apakah berbahaya atau ada kandungan narkotikanya,"" kata Suparti. (Seorang lelaki Texas dituduh menyeludup dadah ke dalam beg sampah di Walmart."
Hoax,"- Ada yang mengatakan bahawa mereka tidak pernah melihat permen Dot, tetapi yang lain mengatakan bahawa mereka salah. BB Pom Medan, yang bekerjasama dengan Dinas Kesehatan Kabupaten / Kota, mengatakan bahawa mereka telah menemui ""bonbon"" yang mengandung bahan-bahan yang disebut D-Glukosa Monohydrate, Glukopur, Sweetener, dan DL-Phenylalanie, yang keduanya tidak termasuk dalam jenis psikotropik. Tetapi ketika mereka mengambil sampel dari sampel dari Langkat di Medan pada 13 September, mereka mendapati bahawa mereka mengandungi D-Glukosa Monohydrate, Glukopur, Sweetener, dan DL-Phenylalanie, lapor Pioneer Press. ""Ini adalah pemanis yang tidak ada hubungannya dengan jenis narkotika / psikotropika,"" kata seorang pegawai di Medan. Tetapi ""tidak ada yang panik,"" kata pegawai itu. ""Kerana ada produk pangan yang memiliki izin edar, masyarakat harus lebih cerdas dalam mengkomsumsi produk pangan yang memiliki izin edar. "" Namun, dia menambahkan, ""Penemuan ini tidak perlu panik,"" tetapi ""untuk masyarakat yang mempunyai anak kecil. "" (Ini bukan satu-satunya berita yang berkaitan dengan permen Dot."
Hoax,"- Pemkot Surabaya terus merazia permen dot yang terindikasi mengandung dadah. Permen yang disinyalir itu dijual di sekitar sekolah, dan segera disita. ""Kami sita, dan dibawa ke kantor kecamatan,"" kata seorang pegawai kepada Kprc. Permen itu, yang ditandai dengan 33 biji dan 17 pak permen keras, dijual di sekitar sekolah dan segera disita. ""Untuk permen keras ada 33 biji dan 17 pak permen keras yang bentuknya tablet,"" kata pegawai itu. Permen keras itu juga berisi formalin yang berbahaya bagi anak-anak. ""Untuk permen keras ada 33 biji dan 17 pak permen keras yang bentuknya tablet,"" kata pegawai itu. (Klik untuk membaca mengenai seorang lelaki yang meraba-raba dia."
Hoax,"- Seorang peniaga dot yang menjual permen dot yang berisi dadah di seluruh negara telah berhenti menjualnya, lapor Berita Harian. ""Ya awalnya tidak tau, saya sih jual saja karena banyak disukai pelajar permennya,"" kata seorang permen yang dijual di Babelan, Mass. , Dan kemudian mengakui bahawa dia tidak lagi menjual permen tersebut. ""Walaupun masih banyak anak-anak yang mencari permen tersebut,"" katanya. Namun, dia tidak berhenti menjual permen itu -- hingga sekarang. Permen yang dijualnya berharga $ 1,000 per permennya, kata Zainal Arifin."
Hoax,"- Sebuah permen dot yang diduga mengandung dadah telah beredar di seluruh Indonesia, dan pihak berkuasa di kota itu meminta penyelidikan. ""Kami berharap para siswa diberi pemahaman tentang bahaya narkoba ini, apalagi jika dikemas dalam bentuk semenarik mungkin seperti dugaan permen dot itu, kan sangat susah sekali dikenali oleh masyarakat apalagi anak-anak,"" kata anggota parlimen kota itu, Roem Diani Dewi. Disebut sebagai permen dot, permen dot yang diduga mengandung karea di beberapa warung di Kota Surabaya sudah beredar, dan pihak kepolisian diminta untuk bertindak tegas dan memberikan hukuman yang setimpal kepada pengedar dan pemasok makanan tersebut. Roem mengatakan bahawa jika terbukti benar, pihak berkuasa harus bersikap tegas dan memberikan hukuman yang setimpal kepada ""pengedar atau pemasok makanan. "" Pihak berkuasa meminta para siswa untuk memahami bahaya narkoba, tetapi mengatakan mereka harus berusaha untuk mengetahui lebih lanjut mengenai masalah ini. ""Kita berharap para siswa diberi pemahaman tentang bahaya narkoba, apalagi jika dikemas dalam bentuk semenarik mungkin seperti dugaan permen dot mengandung narkoba itu, kan sangat susah sekali dikenali oleh masyarakat apalagi anak-anak,"" katanya. ""Saya rasa pihak sekolah juga berperanan dan tidak boleh membiarkan pedagang berkeliaran di luar sekolah yang jajanananya belum terjamin kesihatan dan keselamatannya. "" (Baca mengenai penemuan yang lebih mengganggu di sini."
Hoax,"- Wabak dot di California Selatan telah menyebabkan razia di banyak tempat, termasuk beberapa di Kabupaten Bangkalan. Sebilangan besar permen dot yang disita di daerah itu berasal dari sekolah dasar, tetapi polis juga telah mengesan agen permen yang diduga mengandung bahan terlarang, lapor Kabag Ops Polres Bangkalan, Kompol Agung Setyono. Permen yang disita adalah 1. 530 botol, dan akan diuji di labfor untuk mengetahui kandungan zat. ""Permen ini sudah menyebar ke sejumlah wilayah seperti di Tanah Merah, Kamal dan Sukolilo,"" kata Setyono. ""Jika memang terbukti mengandung obat terlarang, para penjual permen itu akan dipanggil untuk diminta keterangan. Tetapi, apabila tidak mengandung zat berbahaya akan dikembalikan. "" (Permen ini juga telah disinyalir di Timur Laut."
Hoax,"- Pegawai di Medan dan BNN Sumut melakukan razia di pasar permen anak-anak yang berisi narkotik dan zat berbahaya, yang telah beredar di pasar di seluruh negara. Ketua Umum Dewan Pimpinan Daerah Tanjungbalai Syahrial Manurung SH memberitahu wartawan bahawa dia telah melihat permen di pasar di kota ini, dan bahawa dia telah memerintahkan polis untuk segera mengesannya. ""Laporkan segera jika memang ada ditemukan permen yang dicurigai mengandung narkoba,"" katanya. Dia meminta kepada polisi setempat untuk menghindari permen yang membahayakan anak-anak dan mengurangi kebutuhan narkoba, dan mengatakan kepada wartawan bahwa dia telah meminta petugas ""untuk mencegah hal itu terjadi. "" Di tempat lain di Indonesia, di mana permen mengandung obat-obatan, ada laporan bahwa ada permen yang mengandung narkotik, dan seorang pejabat polisi di kota itu mengatakan kepada wartawan bahwa dia sedang mempertimbangkan untuk menentang praktik tersebut."
Hoax,"- Ketika seorang pelajar sekolah menengah di Surabaya Timur memakan permen dot minggu lalu, dia merasa pusing, lapor Bbc. Namun, dia tidak sendirian: The Surabaya Sun melaporkan bahawa razia selama dua hari di 14 kecamatan -- Kecamtan Gunung Anyar, Simokerto,Gubeng, Bulak, Tandes, Jambangan, Tenggilis Mejoyo, Tambak sari, Sukolilo, Sambi Kerep, dan Pabean Cantikan -- berlangsung hingga 7 Mac. ""Razia digelar dua hari 6 hingga 7 Maret,"" kata seorang kepala Satpol PP. ""Hari pertama sebanyak 345 botol permen yang dicurigai mengandung narkoba disita. "" Itu bukan satu-satunya berita buruk bagi seorang pelajar sekolah menengah yang baru saja mengambil permen dot. ""Saya rasa itu adalah berita buruk,"" katanya. ""Saya tidak tahu apa yang akan terjadi. "" Seorang pegawai mengatakan bahawa permen itu adalah ""jenis barang yang saya beli. "" (Penduduk di Surabaya ini mengambil satu lagi dot."
Hoax,"- Permen yang penuh dengan zat dadah masih ada di sekolah-sekolah di Bekasi, tetapi sekolah-sekolah di sana nampaknya tidak pernah melihat perkara seperti itu, lapor Cbs News. ""Kita bersosialisasi di setiap kelas, dari kelas satu sampe kelas enam semuanya gak kelewat,"" kata seorang guru. Bahkan sekolah akan melarang pedagang berjual permen DOT, kata New York Daily News. ""Pedagangnya juga sudah kita larang, karna percuma kalo siswanya kita larang tapi pedagangnya masih menjual permen bahaya itu,"" kata seorang guru."
Hoax,"- Pelajar sekolah dasar di Surabaya telah melakukan razia yang sangat agresif terhadap peredaran dan perdagangan permen dot bayi, lapor Sacramento Bee. ""Permen DOT, disinyalir mengandung narkoba,"" seorang petugas dari satuan polisi Pamong Praja menulis dalam catatan Facebook yang sejak itu menjadi viral. Permen dot dikemas dengan rapi, dengan hanya satu paket yang bertuliskan ""Permen Keras. "" Di luar pembungkusan, bertuliskan ""Permen Keras. "" Di dalam pembungkusan, bertuliskan ""Permen Keras. "" Di dalam pembungkusan, serbuk itu dimasukkan ke dalam botol dan diberi air. Penyedot kemudian dikocok-kocok perlahan-lahan sehingga campuran itu mengental dan siap dimakan dengan cara dihisap dari ujung dot. ""Rasanya manis dan ada rasa asamnya,"" kata seorang pelajar sekolah menengah. Seorang lagi pelajar sekolah menengah mengatakan bahawa permen itu sudah cukup lama diperdagangkan di dalam sekolah, bukan di kantin sekolah. ""Harganya yang bergambar boneka gajah sebungkus seribu,"" katanya. "" Sedang yang bergambar angsa, seribu dapat dua bungkus. "" (Sebuah sekolah di Ohio menjual permen dot yang berbau busuk."
Hoax,"- Permen dot yang mengandung dadah telah beredar di masyarakat sejak hari ini, dan pihak berkuasa belum tahu apakah mereka akan membawa pulang ubat itu, lapor M24. co. uk. ""Kami segera turun ke lapangan untuk mengecek permen dot yang diduga mengandung narkoba dan bukan tidak mungkin sebab pelaku penyalagunaan narkotika sudah gila-gilaan meracuni generasi muda kita,"" kata seorang pegawai di daerah itu. Namun, dia mengatakan bahawa jika benar, pihak berwajib akan segera bergerak ke lapangan. ""Cepat turun ke lapangan sebelum jatuh korban, mereka yang berwenang dalam persoalan ini,"" kata seorang warga."
Hoax,"- Permen dot bayi yang mengandung dadah telah beredar di seluruh Indonesia, dan pegawai di Sekolah Menengah Pertama Singaraja melakukan razia di beberapa lokasi, lapor Bbc. Permen itu, yang disebut permen keras, berisi ubat yang akan membuat ketagihan, kata polis. Tetapi tidak ada yang melihatnya, dan pegawai mengatakan bahawa mereka tidak akan segera dijumpai. ""Jika ada yang melihat permen dot yang bertuliskan permen keras, mohon segera memberitahukan kami,"" kata seorang pegawai. ""Sebab, permen berbentuk dot itu mengandung salah satu zat narkoba, yang kalau di konsumsi akan menimbulkan ketagihan. "" Klik untuk melihat foto."
Hoax,"- Ini adalah situasi menakutkan bagi pelajar sekolah menengah yang telah memperoleh permen dot yang mengandung dadah. Polis di Banyuwangi melakukan razia jajanan ringan di tempat-tempat di mana penjual bayi menerima 20 biji permen permen, lapor Los Angeles Times. ""Semua barang pasti kami kembalikan kepada pemiliknya,"" kata seorang pegawai. ""Apabila sebaliknya, semua barang pasti kami kembalikan kepada pemiliknya. "" Permen itu dihantar dari Surabaya melalui paket, yang dapat Anda jangkakan setiap dua minggu sekali, tetapi pasarnya masih lesu. Permen yang berisi 20 biji itu dibeli oleh penjual yang mengaku telah mendengar tentang permen di Jawa."
Valid,"- ""Itu bukan negara saya,"" kata seorang pegawai BBPOM Surabaya kepada Abc News. ""Itu bukan masalah saya. "" Agensi itu mengatakan bahawa hasil ujian laboratorium permen dot yang diimpor di Petrona Inti Chermindo yang dirampas oleh polis pada hari Khamis adalah negatif. Permen dot itu, yang diberi label sebagai makanan luar, bukan amphetamine. Seperti yang dilaporkan oleh Kprc, permen yang diimpor itu adalah milik Petrona Inti Chermindo, yang memiliki label BPOM RI ML 224409003077. Dan itu tidak termasuk rhodamin. ""Negatif, tidak mengandung amphetamine,"" kata pegawai itu."
Valid,"- Permen dot yang diduga mengandung dadah telah diuji di Surabaya, dan hasilnya tidak banyak berarti bagi pemerintah. Hasil ujian di BPOM dari 19 indikator - yang termasuk permen anti-depresan - sudah ""didapatkan hasil yang negatif untuk empat indikator narkoba,"" kata ketua BPOM, Penny Kusumastuti Lukito. Permen, yang terdaftar di BPOM dengan kode ML 224409003077, diimpor dari China, lapor Merdeka. com. ""Berdasarkan empat parameter tersebut tidak mengandung narkoba,"" kata Penny. Permen itu sendiri terdaftar di BPOM dengan nama ""Penguin Brand; Permen Keras"" dan berada di ""produk impor dari China,"" kata Penny. (Permen dot lain muncul di kedai asongan."
